         100         100           0
        3.1930879928        2.4580127460        0.0000000000
        3.1930879928        2.5147460473        0.0000000000
        3.1930879928        2.5714793486        0.0000000000
        3.1930879928        2.6282126499        0.0000000000
        3.1930879928        2.6849459512        0.0000000000
        3.1930879928        2.7416792525        0.0000000000
        3.1930879928        2.7984125538        0.0000000000
        3.1930879928        2.8551458551        0.0000000000
        3.1930879928        2.9118791564        0.0000000000
        3.1930879928        2.9686124577        0.0000000000
        3.1930879928        3.0253457590        0.0000000000
        3.1930879928        3.0820790603        0.0000000000
        3.1930879928        3.1388123616        0.0000000000
        3.1930879928        3.1955456629        0.0000000000
        3.1930879928        3.2522789642        0.0000000000
        3.1930879928        3.3090122655        0.0000000000
        3.1930879928        3.3657455668        0.0000000000
        3.1930879928        3.4224788681        0.0000000000
        3.1930879928        3.4792121694        0.0000000000
        3.1930879928        3.5359454707        0.0000000000
        3.1930879928        3.5926787720        0.0000000000
        3.1930879928        3.6494120733        0.0000000000
        3.1930879928        3.7061453746       -0.0000000001
        3.1930879928        3.7628786759       -0.0000000011
        3.1930879928        3.8196119772       -0.0000000060
        3.1930879928        3.8763452785       -0.0000000243
        3.1930879928        3.9330785798       -0.0000000711
        3.1930879928        3.9898118811       -0.0000001507
        3.1930879928        4.0465451824       -0.0000002317
        3.1930879928        4.1032784837       -0.0000002586
        3.1930879928        4.1600117850       -0.0000002104
        3.1930879928        4.2167450863       -0.0000001272
        3.1930879928        4.2734783876       -0.0000000651
        3.1930879928        4.3302116889       -0.0000000517
        3.1930879928        4.3869449902       -0.0000000917
        3.1930879928        4.4436782915       -0.0000001770
        3.1930879928        4.5004115928       -0.0000002816
        3.1930879928        4.5571448941       -0.0000003786
        3.1930879928        4.6138781954       -0.0000004937
        3.1930879928        4.6706114967       -0.0000007756
        3.1930879928        4.7273447980       -0.0000016698
        3.1930879928        4.7840780993       -0.0000041893
        3.1930879928        4.8408114006       -0.0000095114
        3.1930879928        4.8975447019       -0.0000170263
        3.1930879928        4.9542780032       -0.0000229274
        3.1930879928        5.0110113045       -0.0000232216
        3.1930879928        5.0677446058       -0.0000186524
        3.1930879928        5.1244779071       -0.0000139422
        3.1930879928        5.1812112084       -0.0000120344
        3.1930879928        5.2379445097       -0.0000118495
        3.1930879928        5.2946778110       -0.0000118407
        3.1930879928        5.3514111123       -0.0000129434
        3.1930879928        5.4081444136       -0.0000164188
        3.1930879928        5.4648777149       -0.0000204840
        3.1930879928        5.5216110162       -0.0000214980
        3.1930879928        5.5783443175       -0.0000181015
        3.1930879928        5.6350776188       -0.0000124373
        3.1930879928        5.6918109201       -0.0000074999
        3.1930879928        5.7485442214       -0.0000045688
        3.1930879928        5.8052775227       -0.0000033347
        3.1930879928        5.8620108240       -0.0000036191
        3.1930879928        5.9187441253       -0.0000061478
        3.1930879928        5.9754774266       -0.0000111923
        3.1930879928        6.0322107279       -0.0000165705
        3.1930879928        6.0889440292       -0.0000184510
        3.1930879928        6.1456773305       -0.0000152819
        3.1930879928        6.2024106318       -0.0000095251
        3.1930879928        6.2591439331       -0.0000046292
        3.1930879928        6.3158772344       -0.0000020167
        3.1930879928        6.3726105357       -0.0000014949
        3.1930879928        6.4293438370       -0.0000029292
        3.1930879928        6.4860771383       -0.0000066687
